Song File,Song Duration,Valence Score,Arousal Score,Condition
Clips/PV_LA_6.wav,58.0,64.0,25.0,PV_LA
Clips/NV_LA_7.wav,57.0,11.0,-26.0,NV_LA
Clips/PV_HA_2.wav,44.0,38.0,54.0,PV_HA
Clips/NV_HA_2.wav,51.0,-19.0,-40.0,NV_HA
Clips/NV_HA_5.wav,56.0,-79.0,5.0,NV_HA
Clips/PV_LA_2.wav,50.0,62.0,-47.0,PV_LA
Clips/PV_HA_8.wav,45.0,63.0,66.0,PV_HA
Clips/PV_LA_3.wav,60.0,33.0,12.0,PV_LA
Clips/NV_HA_3.wav,48.0,-87.0,37.0,NV_HA
Clips/PV_HA_1.wav,49.0,63.0,19.0,PV_HA
Clips/PV_LA_1.wav,55.0,-28.0,-56.0,PV_LA
Clips/NV_HA_6.wav,50.0,14.0,-65.0,NV_HA
Clips/PV_HA_6.wav,47.0,45.0,17.0,PV_HA
Clips/NV_HA_7.wav,48.0,-52.0,30.0,NV_HA
Clips/NV_LA_5.wav,60.0,67.0,-25.0,NV_LA
Clips/PV_HA_7.wav,54.0,18.0,13.0,PV_HA
Clips/PV_LA_7.wav,54.0,13.0,56.0,PV_LA
Clips/NV_LA_3.wav,50.0,17.0,-81.0,NV_LA
Clips/NV_LA_1.wav,62.0,-37.0,-70.0,NV_LA
Clips/PV_HA_4.wav,48.0,56.0,86.0,PV_HA
Clips/PV_LA_5.wav,59.0,26.0,41.0,PV_LA
Clips/NV_HA_1.wav,46.0,-39.0,26.0,NV_HA
Clips/NV_LA_2.wav,51.0,34.0,54.0,NV_LA
Clips/NV_HA_4.wav,45.0,-76.0,36.0,NV_HA
Clips/NV_LA_4.wav,65.0,16.0,-36.0,NV_LA
Clips/PV_LA_4.wav,57.0,24.0,43.0,PV_LA
Clips/NV_LA_6.wav,60.0,-50.0,-81.0,NV_LA
Clips/PV_HA_3.wav,56.0,44.0,70.0,PV_HA
